標題,連結,來源,時間
中國遼寧破紀錄暴雨 葫蘆島11死14失蹤,https://news.google.com/read/CBMiZkFVX3lxTE1ZcUJEWmk5SDhvaVNITE82M2lfZXZKdnE1SmFTbXF4VUkxTFFuT3FmR3NzdkNsd1BGbk5ka0pUVWtNZzZJbHF1ZWg1UndNZlVKZ2VEWTFMUEF1OHBLQ1lCNGxqOGcwUdIBa0FVX3lxTE9PcS1kdHFYYnNlSjA0d255S19UT2x6d1pzTUdqZjZHRnljYnV6T2dXNk9GNVBQcW1odGJIdVllbFhDYXFhZzBfbkxEOHowb1FjaG9nSWhaRmZPYkpyR0NLOGlaOHcxVVdGZ1JV?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,8月25日
蘇丹暴雨後水壩坍塌 傳至少60死、百人失蹤,https://news.google.com/read/CBMiZkFVX3lxTFAyMHRDVVIzSnR4d3hfSk9nUjZnMFpiUmI3Vm10WXkyck1tMzZoZWloZThjRVE2T3dsbmstN1E3SkE1Z1NiTUdEYTdUOFZGY2V2VnBfcVpWUWN0SUJtU0lqQnVTNmxoUdIBa0FVX3lxTFByV1JwbkRmVGg5NWd1T1V0Q1JvN0cwWlVLdDYxdm9TX1ZsQTd6bmpvZFFtbHZuZXF5dHdGa3lSalVKS0htQlpjTmRiRGppZExWSWoyRzhmVm1fQ21lcGN2Rl9LSTJTaExMbDlJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,8月27日
日本千葉縣國道4車道坍方 疑暴雨所致,https://news.google.com/read/CBMiZkFVX3lxTFA0RWxoNE5jeXFTRnRzZ3pCYU9jQkRGUnRiRm9Zbmd1VlV3NmFCYXlVczNvNmx2OEszWmJjbzRjM1JWOHhmUTduYUhxWVI5V1E5VElzMnZad1RnSHpLNlphMWVHX01wQdIBa0FVX3lxTE45LWJZWXhpY1hkLXFqZjJJd3h2TFFkLWJ6eEl4dXhZbHlKQXBBME1SSjhUek03cXZGZnBSUVRydVcycEhmemUwREFFTHdyOUY1VEdFSkN6TDRsTG9kV2F3ODhQVzM0NkRXMFZF?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,17 天前
暴雨警告停課安排｜紅雨、黑雨、黃雨教育局返學DSE考試安排 幼/小/中學適用,https://news.google.com/read/CBMiygJBVV95cUxOdkFISlNuMThmVE5kZGFCUXdpbDdDZjZYUkw1MmN3S3RfR211QWFaYzgyMWU5N1lYVmFSM1A5ZlV2bWplcThqZ3hnV1JxZDgwanlqQzlUdjZvNUZ6NHBDYWV4ZzBYX3BXUXQwYWJ6M3YyX1lYcXBIUU9pbWpCMVR4amhseVBKVFcxclVaOFpXb1JCQWZ0cVVzQkJJQ01pcUt6TG9vU2hiUVE5Mk9nOUw5ZXh4QXlDUVJUUkFwaFRwWU5CWVQ2N291V3dTY0x4SFJCcDNZUzBEYmxaZVhTOUk1TGpCaHdTaFdsQ2FmOUtBNGFzX1R6TEZnUzA4WWUwM1pwV2R3UmR6T0ZPOHhmbF9KWllqcFVORlVXSVlJV0pTSWpTV1hKdEo0aFZ6dFNrbXFOOGE5dC01bkJiTEc4cXl1TGJ2a25Zem5nR2c?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,SundayKiss,5 天前
颱風摩羯致越南226死山區持續爆發土石流| 國際,https://news.google.com/read/CBMiX0FVX3lxTFBXTjQtdjYwUEN5cjc4aEM0cE1kYTVHcVRoeGNUbkp5bFVYbDY2eC1rOVdEcjU5TGMzQm8xRzZmTVo1aG0wZjJ0MWtuQnl6VVg4S3VUNlZQTUJmQUkzYXY0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,9 天前
各國受暴雨侵襲 中歐、東南亞都淹大水,https://news.google.com/read/CBMiV0FVX3lxTE9vUFpqTnRnaHB6dGMtSEhwZjFkR3BQbjdSUWxFU0FUS0ViN0xDNVEtWlgyMWFpaVM0anNodXoxWmlvODN1WWFRWVFOXzVCVDNjMU9Yekw3TQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,台灣醒報 Awakening News Network,6 天前
強災代禱》全球颱風恐成災，越南重創數千人撤離、泰國洪水、墨西哥暴雨、台灣雙颱環伺,https://news.google.com/read/CBMiTkFVX3lxTE9JU3FBVVF2eFp0dU4yVWFXal9YM29GSHdzcHR2eHl0RFl6U1JvT25uZHFZNEJyU1lTS1V2THJRUWFDOGtFZTNXYTVsY0xrUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,基督教今日報,9 天前
泰北暴雨釀30年最嚴重洪患 清萊逾5萬戶受災 9人遇難 多間教會受損嚴重亟需援助代禱,https://news.google.com/read/CBMiakFVX3lxTE1iQnEyQ3dBMkVIb3pnSVh0TldIQ0hlRTl3eHFHYjRaVk1yYkpzUnZ1bUlQZHNta2liUXB0X3RiclVXZm1EcllqUW9VVGk2RjJSNlhuQVlLc0U0M0MyTlNDdlc3S21vNmNpNUE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,基督教論壇報 Chinese Christian Tribune,7 天前
熱帶風暴摩羯侵襲 菲律賓多處淹水已有傷亡通報,https://news.google.com/read/CBMiWkFVX3lxTFBnbkJkXzJlc1JDVU9EQUFtTzRnMUJmd251UmpXN1htVjYxOW0zLTZQb25GTHo5ZEdHLV9Ed3VVc0x3ZzF3cVd3ZWwxNFFNdjROYnJJenZic2tfUdIBX0FVX3lxTFBGeURoa0xwMjktM1NxR1IxeDZGem8wR0V3dEJydi1kNXM4VUVxeWlwRE4yZDVPYXcxRWgtNmtvMVFFN3hmc3NIeGR3aVRYVFJUMkxDNktnSDdTUmFES3Mw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,19 天前
暴雨侵襲釀洪患 羅馬尼亞災情嚴重4死,https://news.google.com/read/CBMiV0FVX3lxTE1FVVFDczlxYTM0VVptUUJ3V0FGbnFING5Ia0FZQ0xCcEZKNGM4SUlJTHJ5cGpBejdHTFlsVUJMeWNQZG9POTUxNllYWm92QUhVTmtDaEd4TQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,台視全球資訊網,6 天前
東京突降暴雨 直擊體育館淹水 JR車站也傳災情 新幹線一度停駛,https://news.google.com/read/CBMihwNBVV95cUxOMDZ4ZVN0QkFtVTNleWhWeGUyX0htRjFUalhvWk9sdHBnTVpUdGpQSTdkbzE3WDlhSFhibm44dWEyWFBjel9IZU5qTjNaMDNPS3ZPcm5HRTA0OEJRcXNodktFNUVBZlJSWUc2TUFkcjEzUUVEQTV6NW1HRHVhbnV5QjhyUGtPbDdRcV9yaTd4NGN4RUZhRlZDV19jUzVDUlFtR1o4eGR3a1NEaWtEOHRFZ0prUmhSOU9BSHlfRmV6VDRGRVlzOTMzWVdxNWpzR00taEE5R1BvdHQyQU5SMldkWmRIZE5sR3M1TzE0Z3FBaXNWUzFUNFk0YUZtT0gwdTRPNHMxQ1o2S21iVjJEVjQ3anFtc3VramlDeVVHaDg3ZEtlOWtmc1F3UkdaSlVZVzRNZEpsTzhWbHQtZFQ0M2szRjBQZWx0X0prbUZ0OFlBZjJaSWlkdU03UGdacFF5c0NUTkJvNVRYd2dXVC1GWElaRjVmMWozZm5GUE41R0JmekRCVll5TzZ3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,8月22日
水利署防災導入AI 提前發現淹水警示區作好事前防災,https://news.google.com/read/CBMiTEFVX3lxTE1LS2lvYm40U2VtYmdQUTAwc2F2a3hidDN0LUhzVGpSd0RRbTI5SE5KR0p2XzV3OTNyWUxMOWFPRFl1WXBmR1M0cmdaZlDSAVJBVV95cUxOUXhaS3BNVG1TNmNBWmNBeUtmR0ROTGdlY3J3aTNCVmc5c2ZseUl1cDFtOF80TElWSnR2SzBWbFBsXzM1WDBxTk9qQ21XQW4wQi1B?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,NOWnews 今日新聞,11 天前
「2024臺灣國際水週—水領袖峰會」 因應氣候變遷下之水挑戰 聚焦思維改變及科技賦能,https://news.google.com/read/CBMijAFBVV95cUxQVE4wRmFyWWxKajVIemRNbzYtTzdaZlUxOU0xR04xRVlQR0xHYWttNGNnUzdGOTJoWURNWHlJeVRyNVIxVERkZUw4cU0zR1BTX1JKaWVETDN2LVJ5UGpqY21RY0hMQXptVWI1a2VHcTk1N1lqNVFLSGJVc2ZkYlU1MHJwLVc4cmNmdWdDdg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中華民國經濟部,11 天前
颱風珊珊襲日本釀6死125傷逾千屋舍泡水| 國際,https://news.google.com/read/CBMiX0FVX3lxTE51UHFiWHRyMVFPV1pnTVFWMm9UdTlZalVFelhIMmZ6SGZLd2xWNkoxWS01QXhXZE83UDQ5VTIyNFlVSUVGcGMwQ2Z3c3BQRkVSa2NEQmNBNXRURjBVSE9B?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,8月31日
在地滯洪、科技預警 防洪有新招,https://news.google.com/read/CBMi8gFBVV95cUxQVTU2TkJpejcwWVU5TkVvOFE2djN6RjB0VEFTMm5XVUc5dzlnQkl4QTVPZEVwTTEyNjE0SEV2dVJQMXVUZzlTd1hSNHlZUktUaFNKcU5ZaEU0Y2VsZ0Y3Q0JLZExxTmJOaE1ZVFhRUlRDLWZ5ZWloMERXc2dzUk5OeXZCRFAwYW4tYTFLMWdWOWdsVGNBaEJrUERDa1JXNkNKNkpmX0N0bzJJM1BZd2t1SXdSbjVZUVMzS0dBX21taW1vUW5iRGtiOFdMMzliQ0ZLWkp6THpfdVpGejZEUlFvSkNmS1hnX0s3QlBzbjVJa2h2QQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,10 天前
「摩羯」釀土石流洪災 越南逾300人死亡失蹤,https://news.google.com/read/CBMiV0FVX3lxTE5feGRVbGdud1lYd3U3dG5ISnMzT1FPZFhOVnNUcWhoUmtKd0pVa1lWQjhmay1aOVVGSWVGbjRhZVpXMTY4bWNMUVhfb3ZyYlhneXN2OExpYw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,台視全球資訊網,9 天前
東京昨暴雨地鐵淹水 日籍網紅盛讚台北捷運1設計防災 網：有納莉教訓,https://news.google.com/read/CBMiWkFVX3lxTE5ldURKVFN4M3Q4UkRhcXVRNUNFZ3NaUjRmcXQ3ZFNuaXc3ejBBdDRwbkwtWnZvUXRZOWZIbFdfa3dmTjhzdV8yVkxzMFNwWS1RbVRmeDN6eWlOQdIBX0FVX3lxTE5DQy1YWmJNbUFtMVBXTHR2LURDMWZoZ3hRQWdIQWJhY3N2RzBZZ2w0VExsZ1J4OC1ueVZLOVI3QTFNS3BfV1JhZGR4R092MFhJbXd6VjYwbHZZc1g5S19n?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,8月22日
洪災損失超越想像！死亡人數正攀升，中西非已逾千人、中東歐至少24人,https://news.google.com/read/CBMinAFBVV95cUxNSXY3bGZoUnBiOWQ5Wm11V0dVVDg2Sk1PRktzdmVoQmZmOHFDaEc2N0xqd3gtLWNKdjVybHdNQ2o2YjZydnBwMV9SQlFiQXRLdW1vYU1KanZxTXlVa3BVQ3VDd0x4a3lnVUw1eWVjb2dPUTNmT1lkVVZSVUZzX3BwdFl3dEV3bTg4N2wzNmN0MjR6UVhhQ05uS3h0YVo?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,基督教今日報,2 天前
日本東京地下鐵站體淹水主因雨量超乎想像| 國際,https://news.google.com/read/CBMiX0FVX3lxTFBmMlNWYzY4LWxlRzNyZzM3eTFZRUZLLTRmMUxhYWhOakJka3RSaW5kSC01QnZ6WHdzZ19CdG9mT04tSmtMS0tFQWxWbnhQN0pzdVRnYXJTSXdvcDhSTTBZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,8月27日
暴雨襲東京 地鐵站成蓄水池、馬路變小溪,https://news.google.com/read/CBMiV0FVX3lxTFBVNmJWckt0UV9WN2ptTHBjMkVrMHR0SEZQclpfbldnU3VaYVFNZVpOemdtVWpzN2h4eGhUMEgtZHRIRERmWDU1azNSNXk4Szd4UGVDNWFJcw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,台視全球資訊網,8月22日
摩羯颱風肆虐越泰緬至少223死東南亞數百萬人受災| 國際,https://news.google.com/read/CBMiX0FVX3lxTE1rQkNURHE1QXJ2cnZ4NEV4SF9NWHVsRy1vdTdkMy0tVlBKQnJJMG9tdWU0bVFnbV94elBlMDVudng5X3BQOXlCYVoyMWtTWW94dE1pNFo2SUdRM1JtZkxj?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,9 天前
蘇丹豪雨成災大壩潰決 至少132死,https://news.google.com/read/CBMiX0FVX3lxTE9tQUZpSi1BT0JJd0hPM1Vyc0VDcWtNU1FVZlQ2YmJRUUZGXzJzMERyeVBKeGRQUHRJSUw1WnV5dVVzenlQekJRNnp4dllnSlpZOE1OUFhxMzBBYXhNLTA4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,8月27日
颱風摩羯肆虐越南釀87死河內市紅河水位高漲創16年紀錄| 國際,https://news.google.com/read/CBMiX0FVX3lxTE85d0dXWW9LUHlBVTQ5TWl2cU5sVzZkOXlmbk43N2wyN0NlSTI5QVR6S2J0OG1zazNrNUdVOTBtNVF5SUZtdUhadXZjeG9SVmVUTkJUaE95LW1HMk9QcDdZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,11 天前
日本石川降警報大雨能登災區河川氾濫道路淹水| 國際,https://news.google.com/read/CBMiX0FVX3lxTE53SWJuMFJLMjd5ZlBxMUk5YVBZT3FBbzk3MmtsN3EwWFBDb25pQ3VsY0l6cHZBSkNaNVBiOWhNTUxnbWk0OVlpOU1qRlRxT1Q4LTNSUmNRZk5fY1kweHI0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,1 小時前
土石崩塌、洪水災情不斷…摩羯颱風重創越南 日本捐緊急救援物資,https://news.google.com/read/CBMiUEFVX3lxTE1JNGRjak5RRVUwc3pvOHVKeGVHX2dLRWluUGZXUlk2N2UxUlZ3S24ybzNBZ1BmNGFUWHU2ZzNwRTdnME9GcGlVblozQUIyN29v?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,6 天前
奈及利亞大洪水逾20萬人流離失所170人死亡、蘇丹大雨大壩倒塌災情慘重| 國際,https://news.google.com/read/CBMiWkFVX3lxTE5rLXpiQktQLVZSVzI2dWJuNDZnWl85NFh6UE91eWllOVNsYVJuNThJTDI4WERHVUpfLV96TE5aMUhISDRFVUtndTNSZmZiWjdZN2N5cUxkVVA5dw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,8月28日
這就是中國！廣西村莊「淹水4個月」解決不了 排水工程還在招標,https://news.google.com/read/CBMihwFBVV95cUxOVm5qbDZ6djY5ZEJJU3NJSGZCdTFVS0xrLW41Y3RMWmoyMzFpX0FRQUN4cTFvaHJmSTAta0pIcG1SY1FhQUJLU0dZaHpJM3o0UkVqZjNaaHphWi1IWVFzcVFYTGhXZVhSNXQ0d1RCQk84eHQzZlBnMFQ5cmhXMHpUZml5WGxQbjA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,壹蘋新聞網,8月29日
奈及利亞洪災沖垮監獄外牆近300名囚犯越獄| 國際,https://news.google.com/read/CBMiX0FVX3lxTE5VdE0zQnlzZHJuWGlfQU0xWDU5ODgwYkdldkpueFd1OEVJbWFtSGFvNndCbl9PMVZNdm9xcnFmNktTYnJuNU9NekI5UFFaVnFVZDVZdDlzbDFFdW1FMmsw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,5 天前
全球多地水災 颱風魔羯襲緬甸74死、中東歐暴雨羅馬尼亞4死,https://news.google.com/read/CBMi-gJBVV95cUxPWVcyXzNlRjA4bE8wZjdZZzg1R1RtZFZfUVRMY3R0N2o0TUk2ZkQtdDQxcXp3cUlpNXdJU2lmLTVyVUhheGJuQ1prM1BTVlJkaldjVXhoT1BCdVBLdGpVZ3JteW5TZTRMVldlTU5EbFl5Q09pS3BSbmEtb3NhVXRYT0JjQ1VhcW5aS1pKWnIyVnktRVgwM2p0MTRFZkJwM3YwczU0ZXNmbEZMdlJYNlZUSGxNR0xWTG1scDJHOGlyNmNsOE5EN0l5TkFMYm9jeXEwQlcwNXZRZGZiYTE3dllzS3ZXc2tNMEo0cmllN1lYM1MweENHRjl3a0J5SmhYMEdya2Y1MldKZldTVFk4N0hjcm8zaU1pNDdoamdPZ0RJR3ZMaXlid1l5ZFdDYS1HamN5QnhCY3FiNGdScEpKTFZXOVV6bDFwVGdXWmxtdl9YVFpSOG9CZk1LUU9JZExuZksteUc5ZG14LXlNSF8wR3RIVTZpd3l3U2Z1bWc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,6 天前
葡萄桑颱風登陸上海！創紀錄淹水景象曝光,https://news.google.com/read/CBMirAJBVV95cUxQalpIeTlVOTVacmp6c25mX3pidGhxS1VSenRDMFU2YWc3X0lBeGtXWjN5UDJmM3h6UVpuZmxsUjk1aldXeXhZVVFMcTZaYlJVVmR0UG16T1g5V2N1LUx5UDVubV91MWNiSU1uTE5GeTZIOUtVX05ZcVhPb05GNUNYUDYxRXJjQXEtOUxnVVNEZVBoQ09QOUlIeXBReFppRFNkYk9IQXg5SWFLTjhSMXd5Q193bHIxRGdTU1REUnBUNWNNN2JTSjNvbDBRRWVwdUd3VjItNTRLSGFWZTFLV1dtMFgwRTI1VTZ1Zkh2aGhsTnZWdm5rU1FsYW91cnNnVmZ3U0l3ZzVsR2ZSRm0tMlgwR09sMUVWZDdtY2hUZUFZOGM1Qjd4QU1hWnZFSXg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,18 小時前
颱風摩羯重創越南死亡失蹤人數破百 紅河水位上漲恐影響數十萬人,https://news.google.com/read/CBMiX0FVX3lxTE43UjBqVUR4NE9BNjZBc2ZtWlR4b1VSd2N6WEhkMjRYeUZsdmZFZTNiaG9JNmVTQmdnZTFTQWlFWEw5N0RsaUdGRnRnSXFYODNDUWFhVUlMSndEN3lKUHpZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,11 天前
死亡人數1夜翻倍！摩羯颱風襲緬甸 昨113死、今增為236人喪生,https://news.google.com/read/CBMi6AJBVV95cUxPX1pIbTJ1SWp3cXdsVVZFZnVIRzBaOVEtUkV4ckdpTDZBeThMOGl4ZlNrRnlTUEF0RFRRamVrWEhPRlN3R3hCZURPM1ZCMU9xMExhNWVkb243QWVpRXo3T01Rcy1LUmlUWXRtRUlmdTYyRGVPWm1ySnBDLXdFd2hLU0VEcmJqbXE4eDBPUGNHeFowRm8tMGI3SHFacTBVQmRkX1lHc1NJOWVUbXBKN3ZIcGh5U2htcnpZLXZlZm82X1k0RlJxRmFsUWRKcnpSMWE0bldTQUpZWUlWT2xEdEtRcHBIa0hQZWhJYnNOSm1zbnowUUdVVnppRDBhOFV0VGRwOXBuRnJqb21lanpMTm5NOHJlS29ZeTl2R1pZT3Q3UG9qbDdzVGpRekNFTi1jaVFOMEtaMmRSNHVIazliN2JOelRKa1dQZ2xqM004WDZ0MEtfR05fcW43ZWZNVm1sMndGRWt3cTNsaU4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,4 天前
9月16日國際聚焦 中歐遇20年來最嚴重洪水 河水漫堤 城鎮被淹,https://news.google.com/read/CBMiYEFVX3lxTE82NzA2SldFYTRLQ0NEbHc2Rnp1OG9CNU10NUlWQm1tdmNhdldoVXlwYnhuTWdGZlZHNzd6T2xBTTk3ZENmWDVlc3ZCMmNmR0tRWkhnY0w2X3E3cEx2dFVjT9IBZkFVX3lxTE1qUXlvanhycUlmNGlnZ3Z0Y2RyckU3blNXOXRkVm5sWXZzLXRKYVVsYlZVZzdmcjFfcGEtT29OVUdGaWlHZjNRWUUwZFg1YUh2V3p6YTNiS0pUR2RySVo4YkNBdWFCZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,新唐人電視台,4 天前
泰北30年最慘洪災！9人死亡、多人失蹤 清萊國際機場取消所有航班 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTE95RWhVN1g5UXBXQ1pPVnpydW5SaUR0REt4QjZVeUlqQlhCSVplNUhZTjBZQnU1eXV6cjVxUDhfUTZVOUNhWWp2OXJnUmFKQWfSAVRBVV95cUxOUnRyN1BWVWVGUTlocXBSb25MYVM3Rjc3OVVHZFJXS0h5bm1GdzQyaWZ1TWZualFtTDRreVJERWYtdHA4Vk54OWNrT0R1czI1WHlGUEE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,8 天前
日本東京暴雨驚見「5人開瑪利歐賽車」 百萬人朝聖笑稱：玩到困難模式| 國際,https://news.google.com/read/CBMiWkFVX3lxTE9UMjZMVEgzZlBPQ1ZLU3p2U05pazBXUmMzUHZmM1BCUXlJMDNMWUE2T2l3TDVkY1owNDR3LTNNTnA4VW41TnFyT0Z4UG9TTU1TbmQ5S1A5YkpOUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,8月22日
東京暴雨癱瘓交通，新宿車站大淹水！東海道新幹線、JR山手線一度停駛，羽田航班也延誤,https://news.google.com/read/CBMiTEFVX3lxTFBsblJMbzAxWXpfUjNxRVhLc1RZOUp3ZnlSUnN4cUNER25pRE1tY0xGTEZvWm82SFdZc2NyTm9HcEpZcUpNZWpXbWJXSjA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,風傳媒,8月22日
水淹車門高！珊珊颱風「凌遲」日本百人傷亡 東京目黑川恐氾濫,https://news.google.com/read/CBMihwFBVV95cUxNbWJ4OE1GNV8wbDdVSXpfWHpGbzN4VnBxNkhpVUJPbC1kOThCUWxTRVBUNml2Z29tNzdTWEVVVk5ST1VVMGt2UFdOdHdjMW5udHpmVU9TckNGbHA4NVRiUjVJQ0lBalZkUzhOaElheU9KeXFsNXJ4bEZrYklxeDIxc2E4dUozUmc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,壹蘋新聞網,8月30日
摩羯外圍環流發威！台南6區列一級淹水警戒水淹半個輪胎高| 生活,https://news.google.com/read/CBMiWkFVX3lxTE9iQnBIc2FGWVI5QVFpLUpYNVZVajFHZzc1TUZ0NmpPNXQ3bFAtaldJdWZnWU9TY1htb3J2YmJ6T1FsekVhNHpISmpGYmstWFFnQ3drUkJCUF9rUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,16 天前
【有片】洪災肆虐全球多地 緬甸逾200死、西非至少1千人喪命,https://news.google.com/read/CBMia0FVX3lxTE0xZE1odFdHajhLWlYyVmdnWElJYlhCUnBYM1VPNEplS3VOcVBORWdpU292M2d1a2gxYlEwWnlIZ0Zqc3VDWnluRmVYREwyNlZkM2dRNGROMTNmS3UxNkJiNjZQcXNIcFU2THYw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,上報,4 天前
洪災釀至少23死550萬人受害 孟加拉民眾：印度洩洪害的 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTE12QW12d3ktWTQ3ZDFxMGpNYkZMOFF3dW90U1VGZGRObklUdGhpd3BFOE1jTUlEbWZWbDd4WldPaVY3TC15LVRTT3VfVDlyTFnSAVRBVV95cUxQUG9PdXAtWGgwTzJYV2J4UFVsMjVyQTVublBjd0tCS0tKM0xfbkN0VzhhY0x0c243aDRfNHJyeHAxbWNoMmMzYUptUnhSMG1RUnVQM00?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,8月26日
北市辦理國際研討會 外賓配合921演練趴掩穩,https://news.google.com/read/CBMisAJBVV95cUxNTzQ3RUxJWU5VeDB5QjlNQlFGN3p0TzJPY2MybWJYN0toQ25LTEVxZlJkcW5aQ3hXVW9YWGJTbXQySGxpdDZfNHdYUnF3WlJGZ3hnOTl5aFJpSzV0VlJPWS1qakpubzl1dkEzeFJHZEZtZkZsZEQxUzBSd2Y2LWlOZzlQUVdBV3dfaEdsZ3EwWkItVTBPSlNrTi1XbUhqbGFSUkk0eHA1eFFzVDU3U3VONHJEaWlnVzIxRTJUVVc2ZkdVX2g0aWZmRUF2QzhPVWxWWUR2bG9Ydkt1cGhtZFBaSzJpNGJ4VWpwMUNlNkdoa044WkFfZ3p2MFJWYzNKZ0M0LXA1aDlhSl8zQUxiRVdKcElfekFZUC1nT21IUkl2VWhlUXEzaWxIek15SGZHMVlZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,17 小時前
兩颱風連襲上海大淹水！葡萄桑雨量創當地紀錄 | TVBS | LINE TODAY,https://news.google.com/read/CBMiVkFVX3lxTFBRalp4LVJBTS0yUkx5d0szc2RtZ1cxTlFJWThWNFJhN0FiZE13M1VJVWhXczR6YW9TYmdJRXE4UWN0Wk5oS0V3Q1ZyOVNZcnBfOUFCb2R30gFbQVVfeXFMT084QWVDbjJReVh4UG1fSnRSUk1VNTRhVk04dldEdTJHT3Myb0d5ZEFvT0l3ZW90U3dwbHIzSDhwdjY4dWR5d3NpT2ROTE5UVG16cTI2cU9SaGpVVQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,LINE TODAY Taiwan,17 小時前
颱風逼近 日本北海道大雨、東海道新幹線一度停駛,https://news.google.com/read/CBMiWkFVX3lxTFBtWnFueVhjTFRDZ2ZwZ2VOMUVMam5renU1eGI0VG9hZnQzTEt0cURUYkZWY0Nma3U2V05BTUh3T1lwaU9xbWo0bTZNbVJBd1ZSUXkycW1jOTItUdIBX0FVX3lxTE1Kd0RlR2FNdC13NVI4dFRvVVV1alc3d0pHYVZzRGUtaVllMnZfLWl1ZFJnWExSckRac3pQcWJhMEx3bmtmaUxfbG1xbWI0NDNNY1VhdV9pWE1VVXR0NXN3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,8月27日
疑受大雨影響 日本千葉縣國道部分路面下陷,https://news.google.com/read/CBMiWkFVX3lxTE1Yc1hrX01QNElaZmNYRVN3ZGJ2aEJLQ0I3bkVVOExUWXRMWnhkZXByMG5NY3lGWlByU0pLMXFIZTlWRkJKaDVZTFA5eFdTNmtNVjh6MzVrU1kwZ9IBX0FVX3lxTE56Sm4ybmp4T2tXZUR1eHZCSnZtNlkzMWFlZDFXRHpCYmgxdGZjVHg0ejVKNUVrVGlOX2p3MzltaTZwTkhzSmw2REpnZ3J4NUF2dXF1b1c5aXRrRXdKR0xV?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,17 天前
上海魔都結界傳說破滅 三天兩颱風登陸慘淹水 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTE5MTTJ6MlZRV1RPblc5dzhQcUd6Y2Y5LVZDN1VfV0RvMGczczNxWnJVLUctMkQwMWpOQVEwV2JXdDJCM1VxVkFRTmxCcm41eUHSAVRBVV95cUxPdEQ4VGY2TlBVMzBGbEFMOUExb1dZakkwdzM0SEhHTDUxdzFsMmtvaEFJWEQwTWJrUHhBaHd6UFU2SmZ1ZkgxQy1wM3JJamdNVDIyNjk?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,5 小時前
